音檔,來源,漢字,羅馬字,長短
ImTong/SuiSiann_0986.wav,賣圓仔的神仙,彼一寡人就親像枵幾若工的形，下性命搶欲食圓仔。有一个大食的人，食三粒，閣挃三粒，做一睏仔搩六粒圓仔。,"Hit tsi̍t-kuá lâng tō tshin-tshiūnn iau kuí-lō kang ê hîng, hē-sìnn-miā tshiúnn beh tsia̍h înn-á. Ū tsi̍t ê tuā-tsia̍h ê lâng, tsia̍h sann lia̍p, koh ti̍h sann lia̍p, tsò tsi̍t-khùn-á kiat la̍k-lia̍p înn-á.",14.54
ImTong/SuiSiann_0987.wav,賣圓仔的神仙,逐家看有人食六粒，攏恐kia̋nn家己食輸人，嘛攏叫六粒來食。,"Ta̍k-ke khuànn ū lâng tsia̍h la̍k lia̍p, lóng khióng-kia̋nn ka-tī tsia̍h su--lâng, mā lóng kiò la̍k lia̍p lâi tsia̍h.",7.19
ImTong/SuiSiann_0988.wav,賣圓仔的神仙,食會落的下性命吞，食袂落的偷偷仔共圓仔藏佇袋仔， 拍算欲紮轉去厝裡才閣食。過無偌久，一鼎圓仔閣食甲空空空a。,"Tsia̍h ē lo̍h--ê hē-sìnn-miā thun, tsia̍h bē lo̍h--ê thau-thau-á kā înn-á tshàng tī tē-á, phah-sǹg beh tsah tńg-khì tshù--lí tsiah koh tsia̍h. Kuè bô guā kú, tsi̍t tiánn înn-á koh tsia̍h kah khang-khang-khang a.",15.8
ImTong/SuiSiann_0989.wav,賣圓仔的神仙,食會落的下性命吞，食袂落的偷偷仔共圓仔藏咧袋仔， 拍算欲紮轉去厝裡才閣食。過無偌久，一鼎圓仔閣食甲空空空a。,"Tsia̍h ē lo̍h--ê hē sìnn-miā thun, tsia̍h bē lo̍h--ê thau-thau-á kā înn-á tshàng leh tē-á, phah-sǹg beh tsah tńg-khì tshù--lí tsiah koh tsia̍h. Kuè bô guā kú, tsi̍t tiánn înn-á koh tsia̍h kah khang-khang-khang a.",15.62
ImTong/SuiSiann_0990.wav,賣圓仔的神仙,漢鍾離共彼一寡人講：「我煮的圓仔敢誠實遐好食是無？恁知影材料是對佗位來的無？」,"Hàn Tsing-lî kā hit tsi̍t-kuá lâng kóng: ""Guá tsú--ê înn-á kám tsiânn-si̍t hiah hó tsia̍h sī--bô? Lín tsai-iánn tsâi-liāu sī uì tó-uī lâi--ê--bô?""",10.64
ImTong/SuiSiann_0991.wav,賣圓仔的神仙,「著ā！你到底是用啥物材料，才會當做甲遮爾仔好食咧？緊共阮講ā！」,"""Tio̍h ā! Lí tàu-té sī iōng siánn-mih tsâi-liāu, tsiah ē-tàng tsò kah tsiah-nī-á hó-tsia̍h--leh? Kín kā gún kóng ā!""",7.58
ImTong/SuiSiann_0992.wav,賣圓仔的神仙,「是ā！你的圓仔佮別人的攏無仝款，到底是摻啥物配料咧？」,"""Sī ā! Lí ê înn-á kah pa̍t-lâng ê lóng bô kāng-khuán, tàu-té sī tsham siánn-mih phè-liāu--leh?""",6.8
ImTong/SuiSiann_0993.wav,賣圓仔的神仙,逐家雖然攏誠好玄，毋過漢鍾離干焦共頭幌幌咧講：「恁後擺自然會知影。」,"Ta̍k-ke sui-liân lóng tsiânn hònn-hiân, m̄-koh Hàn Tsing-lî kan-tann kā thâu hàinn-hàinn--leh kóng: ""Lín āu-pái tsū-liân ē tsai-iánn.""",10.1
ImTong/SuiSiann_0994.wav,賣圓仔的神仙,逐家問無答案，嘛無閣繼續追問落去，嘛仝款大喙仔大喙咧食家己碗內的圓仔。,"Ta̍k-ke mn̄g bô tap-àn, mā bô koh kè-sio̍k tui-mn̄g--lo̍h-khì, mā kāng-khuán tuā-tshuì-á tuā tshuì--leh tsia̍h ka-tī uánn-lāi ê înn-á.",9.98
ImTong/SuiSiann_0995.wav,賣圓仔的神仙,「喂！恁看！後壁彼粒山看起來怪怪呢！」大頭仔王的按呢共朋友講。,"""Ueh! Lín khuànn! Āu-piah hit lia̍p suann khuànn--khí-lâi kuài-kuài--neh!"" Tuā-thâu-á Ông--ê án-ne kā pîng-iú kóng.",8.63
ImTong/SuiSiann_0996.wav,賣圓仔的神仙,「是你目睭花a啦！我看無啥各樣ā！」朋友按呢共應。,"""Sī lí ba̍k-tsiu hue a--lah! Guá khuànn bô siánn koh-iūnn ā!"" Pîng-iú án-ne kā ìn.",6.2
ImTong/SuiSiann_0997.wav,賣圓仔的神仙,「王的講咧無毋著，彼粒山的正手爿敢若減一大片呢！」另外一个人聽著in的對話，感覺大頭王的講咧誠有道理。,"""Ông--ê kóng-leh bô m̄-tio̍h, hit lia̍p suann ê tsiànn-tshiú-pîng kán-ná kiám tsi̍t-tuā-phiàn--neh!"" Līng-guā tsi̍t ê lâng thiann-tio̍h in ê tuì-uē, kám-kak tuā-thâu Ông--ê kóng-leh tsiânn ū tō-lí.",13.88
ImTong/SuiSiann_0998.wav,賣圓仔的神仙,「哎iah！管遐濟創啥？抑是緊探聽一下，看賣圓仔的老歲仔明仔載敢欲閣來？」大頭仔王的的朋友按呢講。,"""Aih-iah! Kuán hiah tsē tshòng siannh? A̍h-sī kín thàm-thiann--tsi̍t-ē, khuànn bē înn-á ê lāu-huè-á bîn-á-tsài kám beh koh lâi?"" Tuā-thâu-á Ông--ê ê pîng-iú án-ne kóng.",12.17
ImTong/SuiSiann_0999.wav,賣圓仔的神仙,漢鍾離聽著in的對話，心內想講：「抑是有人注意著彼粒山a，我掠準講這陣人干焦知影通食niâ咧！」,"Hàn Tsing-lî thiann-tio̍h in ê tuì-uē, sim-lāi siūnn-kóng: ""Ia̍h-sī ū lâng tsù-ì tio̍h hit lia̍p suann a, guá lia̍h-tsún kóng tsit tīn lâng kan-ta tsai-iánn thang tsia̍h niâ--leh!""",13.16
ImTong/SuiSiann_1000.wav,賣圓仔的神仙,「頭家，明仔載你閣會來乎？」有人袂忍咧，按呢咧問漢鍾離。,"""Thâu-ke, bîn-á-tsài lí koh ē lâi--honnh? "" Ū lâng bē jím--leh, án-ne leh mn̄g Hàn Tsing-lî.",7.88
ImTong/SuiSiann_1001.wav,賣圓仔的神仙,「Há哈哈！恁遐爾愛食，我當然會閣來lōo！」漢鍾離笑甲誠無自然。,"""Há--hah--hah! Lín hiah-nī ài tsia̍h, guá tong-liân ē koh lâi lōo!"" Hàn Tsing-lî tshiò kah tsiânn bô tsū-liân.",8.57
ImTong/SuiSiann_1002.wav,賣圓仔的神仙,日子一工一工過，漢鍾離佇邊仔恬恬咧觀察每一个來食圓仔的人。,"Ji̍t-tsí tsi̍t kang tsi̍t kang kuè, Hàn Tsing-lî tī pinn--á tiām-tiām leh kuan-tshat muí tsi̍t ê lâi tsia̍h înn-á ê lâng.",9.11
ImTong/SuiSiann_1003.wav,賣圓仔的神仙,來食圓仔的人，是一工比一工閣較濟，毋過逐个人攏干焦想欲食免錢的圓仔，無人願意納錢，予漢鍾離誠失望。,"Lâi tsia̍h înn-á--ê lâng, sī tsi̍t kang pí tsi̍t kang koh khah tsē, m̄-koh ta̍k ê lâng lóng kan-ta siūnn-beh tsia̍h bián-tsînn ê înn-á, bô lâng guān-ì la̍p-tsînn, hōo Hàn Tsing-lî tsiânn sit-bōng.",14.45
ImTong/SuiSiann_1004.wav,賣圓仔的神仙,漢鍾離心內咧想講：「可惜啊！可惜！遮爾仔媠的土地，呔會攏蹛一寡痟貪的人。」,"Hàn Tsing-lî sim-lāi leh siūnn-kóng: ""Khó-sioh--ah! Khó-sioh! Tsiah-nī-á suí ê thóo-tē, thài ē lóng tuà tsi̍t-kuá siáu-tham ê lâng.""",9.95
ImTong/SuiSiann_1005.wav,賣圓仔的神仙,「看這个範勢，欲揣一个人品好的徒弟，是一件無簡單的代誌呢！」,"""Khuànn tsit ê pān-sè, beh tshuē tsi̍t ê jîn-phín hó ê tôo-tē, sī tsi̍t kiānn bô kán-tan ê tāi-tsì neh!""",6.86
ImTong/SuiSiann_1006.wav,賣圓仔的神仙,就佇漢鍾離開始賣圓仔的第七工，代誌終其尾無仝囉！,"Tō tī Hàn Tsing-lî khai-sí bē înn-á ê tē-tshit kang, tāi-tsì tsiong-kî-bué bô-kâng--looh!",7.4
ImTong/SuiSiann_1007.wav,賣圓仔的神仙,這一工，來一个生做斯文斯文的少年家，伊行來漢鍾離的面頭前講：「頭家，麻煩你，我欲買兩粒圓仔。」,"Tsit tsi̍t kang, lâi tsi̍t ê senn-tsò su-bûn-su-bûn ê siàu-liân-ke, i kiânn-lâi Hàn Tsing-lî ê bīn-thâu-tsîng kóng: ""Thâu-ke, mâ-huân--lí, guá beh bé nn̄g lia̍p înn-á.""",12.65
ImTong/SuiSiann_1008.wav,賣圓仔的神仙,漢鍾離斟酌共少年家看看咧，共講：「少年的，你知影無？我的圓仔食三粒免錢呢！」,"Hàn Tsing-lî tsim-tsiok kā siàu-liân-ke khuànn-khuànn--leh, kā kóng: ""Siàu-liân--ê, lí tsai-iánn--bô? Guá ê înn-á tsia̍h sann lia̍p bián-tsînn--neh!""",10.25
ImTong/SuiSiann_1009.wav,賣圓仔的神仙,少年家應講：「我知影ā！毋過你挲圓仔愛了時間，擔擔仔來賣愛了氣力，我開兩角銀就會當買著遮爾大粒的圓仔，已經真俗矣。」,"Siàu-liân-ke ìn kóng: ""Guá tsai-iánn ā! M̄-koh lí so înn-á ài liáu sî-kan, tann tànn-á lâi bē ài liáu khuì-la̍t, guá khai nn̄g kak gîn tō ē-tàng bé-tio̍h tsiah-nī tuā-lia̍p ê înn-á, í-king tsin-sio̍k--ah.""",15.86
ImTong/SuiSiann_1010.wav,賣圓仔的神仙,邊仔一个婦人人聽少年家按呢講，緊共搝少年家的衫仔裾，細細聲共偷講：「你呔會遐爾戇啦！食會落三粒，就食三粒ā！呔著開錢買咧？」,"Pinn--á tsi̍t ê hū-jîn-lâng thiann siàu-liân-ke án-ne kóng, kín kā khiú siàu-liân-ke ê sann-á-ki, sè-sè-siann kā thau kóng: ""Lí thài ē hiah-nī gōng--lah! Tsia̍h ē lo̍h sann lia̍p, tio̍h tsia̍h sann lia̍p ā! Thài tio̍h khai-tsînn bé--leh?""",16.4
ImTong/SuiSiann_1011.wav,賣圓仔的神仙,少年家講：「感謝你的好意，我仝款願意開錢買圓仔。」,"Siàu-liân-ke kóng: ""Kám-siā lí ê hó-ì, guá kāng-khuán guān-ì khai-tsînn bé înn-á.""",6.5
ImTong/SuiSiann_1012.wav,賣圓仔的神仙,邊仔彼一寡人聽著少年家按呢講，攏笑甲hī-hā叫。講：「這个人頭殼定著有問題！」,"Pinn--á hit tsi̍t-kuá lâng thiann-tio̍h siàu-liân-ke án-ne kóng, lóng tshiò kah hī-hā-kiò. Kóng: ""Tsit ê lâng thâu-khak tiānn-tio̍h ū-būn-tê!""",9.95
ImTong/SuiSiann_1013.wav,賣圓仔的神仙,逐家共少年家指指揬揬，攏講伊錢傷冗剩，人傷戇。,"Ta̍k-ke kā siàu-liân-ke kí-kí-tu̍h-tu̍h, lóng kóng i tsînn siunn liōng-siōng, lâng siunn gōng.",7.82
ImTong/SuiSiann_1014.wav,賣圓仔的神仙,漢鍾離感覺這个少年家雖然穿甲普通普通，毋過講話誠有禮貌，看起來是受過好教育的款，閣較難得的是，伊一絲仔都袂痟貪，閣足有同情心。,"Hàn Tsing-lî kám-kak tsit ê siàu-liân-ke sui-liân tshīng kah phóo-thong-phóo-thong, m̄-koh kóng-uē tsiânn ū lé-māu, khuànn--khí-lâi sī siū-kuè hó kàu-io̍k ê khuán, koh-khah lân-tit ê sī, i tsi̍t-si-á to bē siáu-tham, koh tsiok ū tông-tsîng-sim.",18.68
ImTong/SuiSiann_1015.wav,賣圓仔的神仙,「少年人，你是真罕得看著的好人，你敢願意做我的徒弟？」漢鍾離按呢問少年家。,"""Siàu-liân-lâng, lí sī tsin hán-tit khuànn--tio̍h ê hó-lâng, lí kám guān-ì tsò guá ê tôo-tē?"" Hàn Tsing-lî án-ne mn̄g siàu-liân-ke.",9.83
ImTong/SuiSiann_1016.wav,賣圓仔的神仙,少年家一時聽無漢鍾離的意思，共問講：「伯仔，你欲揣人學做圓仔，是無？實在真失禮，我感覺我家己無啥適合，你會當閣問別人看覓咧。」,"Siàu-liân-ke tsi̍t-sî thiann-bô Hàn Tsing-lî ê ì-sù, kā mn̄g kóng: ""Peh--á, lí beh tshuē lâng o̍h tsò înn-á, sī--bô? Si̍t-tsāi tsin sit-lé, guá kám-kak guá ka-tī bô siánn sik-ha̍p, lí ē-tàng koh mn̄g pa̍t-lâng khuànn-māi--leh.""",15.98
ImTong/SuiSiann_1017.wav,賣圓仔的神仙,漢鍾離隨翻身一變，變轉去伊本成的模樣。伊共少年家講：「我是八仙當中的漢鍾離，專工對天頂下凡來走揣徒弟的。」,"Hàn Tsing-lî suî huan-sin tsi̍t piàn, piàn tńg-khì i pún-tsiânn ê bôo-iūnn. I kā siàu-liân-ke kóng: ""Guá sī pat-sian tang-tiong ê Hàn Tsing-lî, tsuan-kang uì thinn-tíng hā-huân lâi tsáu-tshuē tôo-tē--ê.""",15.53
ImTong/SuiSiann_1018.wav,賣圓仔的神仙,少年家聽一下掣一趒，講：「當時仔你是神仙！阮真正是『目睭擘無金』。毋過，佇遮爾濟人當中，你是按怎會選著我咧？」,"Siàu-liân-ke thiann tsi̍t-ē tshuah-tsi̍t-tiô, kóng: ""Tang-sî-á lí sī sîn-sian! Gún tsin-tsiànn sī ‘Ba̍k-tsiu peh bô kim’. M̄-koh, tī tsiah-nī tsē lâng tang-tiong, lí sī-án-tsuánn ē suán-tio̍h guá--leh?""",14.63
ImTong/SuiSiann_1019.wav,賣圓仔的神仙,漢鍾離微微仔笑咧，講：「我佇遮聽候足濟工a啦！發覺愛偏人佮痟貪的人，實在有夠濟！干焦你心肝善良，袂受別人影響，所以我決定選你做我的徒弟。」,"Hàn Tsing-lî bî-bî-á tshiò--leh, kóng: ""Guá tī tsia thìng-hāu tsiok tsē kang a--lah! Huat-kak ài phinn--lâng kah siáu-tham ê lâng, si̍t-tsāi ū kàu tsē! Kan-tann lí sim-kuann siān-liông, bē siū pa̍t-lâng íng-hióng, sóo-í guá kuat-tīng suán lí tsò guá ê tôo-tē.""",21.53
ImTong/SuiSiann_1020.wav,賣圓仔的神仙,邊仔的人知影漢鍾離是神仙了後，攏隨个仔隨个跪落來，講：「神仙啊！阮實在不應該遐爾貪心，拜託你原諒阮啦！」,"Pinn--á ê lâng tsai-iánn Hàn Tsing-lî sī sîn-sian liáu-āu, lóng suî-ê-á suî-ê kuī--lo̍h-lâi, kóng: ""Sîn-sian--ah! Guán si̍t-tsāi put ing-kai hiah-nī tham-sim, pài-thok lí guân-liōng gún--lah!""",14.63
ImTong/SuiSiann_1021.wav,賣圓仔的神仙,「是啦！阮知影毋著矣啦！」,"""Sī--lah! Gún tsai-iánn m̄-tio̍h--ah--lah!""",2.84
ImTong/SuiSiann_1022.wav,賣圓仔的神仙,「哈！哈！哈！恁免求我饒恕，恁看後壁彼粒山ā！恁逐家食的圓仔，攏是我用山頂的塗變的。」漢鍾離按呢講。,"""Hah! Hah! Hah! Lín bián kiû guá jiâu-sù, lín khuànn āu-piah hit lia̍p suann ā! Lín ta̍k-ke tsia̍h ê înn-á, lóng sī guá iōng suann-tíng ê thôo piàn--ê. "" Hàn Tsing-lî án-ne kóng.",12.53
ImTong/SuiSiann_1023.wav,賣圓仔的神仙,眾人聽漢鍾離按呢講，攏趕緊擔頭看山頂，一下看逐家心內攏暗喝一聲：「我苦啊！」山的正手爿有影減一半去矣。,"Tsìng-lâng thiann Hàn Tsing-lî án-ne kóng, lóng kuánn-kín tann-thâu khuànn suann-tíng, tsi̍t-ē khuànn ta̍k-ke sim-lāi lóng àm-huah tsi̍t siann: ""Guá khóo--ah!"" Suann ê tsiànn-tshiú-pîng ū-iánn kiám tsi̍t-puànn--khì--ah.",15.38
ImTong/SuiSiann_1024.wav,賣圓仔的神仙,「我早就講過矣，你就毋信。」大頭仔王的按呢咧唸朋友。,"""Guá tsá tō kóng--kuè--ah, lí tō m̄ sìn."" Tuā-thâu-á Ông--ê án-ne leh liām pîng-iú.",6.26
ImTong/SuiSiann_1025.wav,賣圓仔的神仙,「我這馬看出來矣，這干焦神仙才有才調共山削甲遐爾仔平啊！」大頭仔王的朋友按呢講。,"""Guá tsit-má khuànn--tshut-lâi--ah, tsit kan-tann sîn-sian tsiah ū tsâi-tiāu kā suann siah kah hiah-nī-á pênn--ah!"" Tuā-thâu-á Ông--ê pîng-iú án-ne kóng.",9.98
ImTong/SuiSiann_1026.wav,賣圓仔的神仙,「這馬知影已經傷慢ā，塗圓仔攏佇恁的腹肚內囉！」漢鍾離按呢共逐家講。,"""Tsit-má tsai-iánn í-king siunn bān ā, thôo-înn-á lóng tī lín ê pak-tóo-lāi--looh!"" Hàn Tsing-lî án-ne kā ta̍k-ke kóng.",8.6
ImTong/SuiSiann_1027.wav,賣圓仔的神仙,逐家你看我、我看你，隨个仔隨个共當咧幽幽仔疼的腹肚𢯾咧，共喙擘甲開開開，想欲共塗圓仔吐倒出來。,"Ta̍k-ke lí khuànn--guá, guá khuànn--lí, suî-ê-á suî-ê kā tng-leh iu-iu-á-thiànn ê pak-tóo mooh--leh, kā tshuì peh kah khui-khui-khui, siūnn beh kā thôo-înn-á thòo tó--tshut-lâi.",12.89
ImTong/SuiSiann_1028.wav,賣圓仔的神仙,毋過閣較按怎吐嘛吐袂出來，干焦會當真後悔咧講：「阮實在不應該遐爾貪心！」,"m̄-koh koh-khah án-tsuánn thòo mā thòo bē tshut--lâi, kan-tann ē-tàng tsin hiō-hué leh kóng: ""Gún si̍t-tsāi put ing-kai hiah-nī tham-sim!""",10.04
ImTong/SuiSiann_1029.wav,賣圓仔的神仙,漢鍾離越過去共少年家講：「考慮了按怎？敢願意做我的徒弟？」,"Hàn Tsing-lî ua̍t kè-khì kā siàu-liân-ke kóng: ""Khó-lū liáu àn-tsuánn? Kám guān-ì tsò guá ê tôo-tē?""",7.67
ImTong/SuiSiann_1030.wav,賣圓仔的神仙,少年家共應講：「先予我和阮爸母參詳一下啦！」,"Siàu-liân-ke kā ìn kóng: ""Sing hōo guá hām gún pē-bú tsham-siông--tsi̍t-ē--lah!""",5.51
ImTong/SuiSiann_1031.wav,賣圓仔的神仙,少年家得著爸母的同意了後，就歡歡喜喜綴漢鍾離去仙界學本領囉！,"Siàu-liân-ke tit-tio̍h pē-bú ê tông-ì liáu-āu, tō huann-huann-hí-hí tuè Hàn Tsing-lî khì sian-kài o̍h pún-líng--looh!",9.11
ImTong/SuiSiann_1032.wav,鐵路,各位旅客，有需要補票的無？,"Kok-uī lú-kheh, ū su-iàu póo-phiò--ê bô?",2.99
ImTong/SuiSiann_1033.wav,鐵路,列車咧欲進站ā，請離開月台邊仔，較袂危險。,"Lia̍t-tshia tih-beh tsìn-tsām ā, tshiánn lī-khui gue̍h-tâi pinn--á, khah bē guî-hiám.",5.06
ImTong/SuiSiann_1034.wav,鐵路,正爿開門。落車進前，請注意車廂佮月台中央的縫，毋通落lue̋縫lìn。,"Tsiànn-pîng khui-mn̂g. Lo̍h-tshia tsìn-tsîng, tshiánn tsù-ì tshia-siunn kah gue̍h-tâi tiong-ng ê phāng, m̄-thang lak lue̋ phāng--lìn.",8.3
ImTong/SuiSiann_1035.wav,鐵路,後一站吉安，請欲落車的旅客攢好家己的行李，準備落車。,"Āu tsi̍t tsām Kiat-an, tshiánn beh lo̍h-tshia ê lú-kheh tshuân-hó ka-tī ê hîng-lí, tsún-pī lo̍h-tshia.",6.59
ImTong/SuiSiann_1036.wav,鐵路,本列車的終點站台東咧欲到矣，若欲去台北的旅客，請佇本站盤車。,"Pún lia̍t-tshia ê tsiong-tiám-tsām Tâi-tang tih-beh kàu--ah, nā beh khì Tâi-pak ê lú-kheh, tshiánn tī pún tsām puânn-tshia.",7.73
ImTong/SuiSiann_1037.wav,鐵路,本列車是一空一九車次，經由山線開往高雄的自強號列車，欲往後lâng、苑裡海線的旅客，請佇本站盤車。,"Pún lia̍t-tshia sī it khòng it kiú tshia-tshù, king-iû suann-suànn khui óng Ko-hiông ê tsū-kiông-hō lia̍t-tshia, beh óng Āu-lâng, Uán-lí hái-suànn ê lú-kheh, tshiánn tī pún tsām puânn-tshia.",13.7
ImTong/SuiSiann_1038.wav,鐵路,車欲開囉。猶未上車的旅客請趕緊上車。,Tshia beh khui--looh. Iáu-bē tsiūnn-tshia ê lú-kheh tshiánn kuánn-kín tsiūnn-tshia.,5.3
ImTong/SuiSiann_1039.wav,鐵路,十點三十三分開往斗六的車佇二A月台咧欲開囉，欲坐這幫車的旅客請緊去二A月台上車。,"Tsa̍p tiám sann-tsa̍p-sann hun khui óng Táu-la̍k ê tshia tī jī-A gue̍h-tâi tih-beh khui--looh, beh tsē tsit pang tshia ê lú-kheh tshiánn kín khì jī-A gue̍h-tâi tsiūnn-tshia.",11.93
ImTong/SuiSiann_1040.wav,鐵路,各位旅客，請問siáng有糞埽欲擲無？,"Kok-uī lú-kheh, tshiánn-mn̄g siáng ū pùn-sò beh tàn--bô?",3.5
ImTong/SuiSiann_1041.wav,鐵路,各位旅客你好，這馬咱欲開始驗票矣，請共你的車票提出來，勞力！,"Kok-uī lú-kheh lí hó, tsit-má lán beh khai-sí giām-phiò--ah, tshiánn kā lí ê tshia-phiò the̍h--tshut-lâi, lóo-la̍t!",7.01
ImTong/SuiSiann_1042.wav,鐵路,欲落南的旅客，請佇三B月台等車。,"Beh lo̍h-lâm ê lú-kheh, tshiánn tī sann-B gua̍t-tâi tán tshia.",4.25
ImTong/SuiSiann_1043.wav,鐵路,欲落南的旅客，請準備佇四B月台上車。,"Beh lo̍h-lâm ê lú-kheh, tshiánn tsún-pī tī sì-B gua̍t-tâi tsiūnn-tshia.",4.76
ImTong/SuiSiann_1044.wav,鐵路,想欲上北的人，請佇第一月台等車。,"Siūnn beh tsiūnn-pak ê lâng, tshiánn tī tē-it gua̍t-tâi tán tshia.",4.46
ImTong/SuiSiann_1045.wav,鐵路,欲上北的旅客，請去第三月台上車。,"Beh tsiūnn-pak ê lú-kheh, tshiánn khì tē-sann gua̍t-tâi tsiūnn-tshia.",4.19
ImTong/SuiSiann_1046.wav,鐵路,你好，我是五二三四車次的車長，有旅客問講敢有人佇竹南站的進站口抾著一張青色的信用卡？多謝。,"Lí hó, guá sī ngóo jī sam sù tshia-tshù ê tshia-tiúnn, ū lú-kheh mn̄g kóng kám ū lâng tī Tik-lâm tsām ê tsìn-tsām-kháu khioh-tio̍h tsi̍t tiunn tshenn-sik ê sìn-iōng-khá? To-siā.",12.41
ImTong/SuiSiann_1047.wav,鐵路,敬祝恁健康快樂，萬事如意，再會。,"Kìng-tsiok lín kiān-khong khuài-lo̍k, bān-sū lû-ì, tsài-huē.",4.37
ImTong/SuiSiann_1048.wav,鐵路,這馬欲入站的是Ta-lú-kuh號，毋是這幫車的旅客毋通上車，才袂予人加罰五十pha的車錢。,"Tsit-má beh ji̍p-tsām--ê sī Ta-lú-kuh-hō, m̄-sī tsit pang tshia ê lú-kheh m̄-thang tsiūnn-tshia, tsiah bē hōo lâng ke hua̍t gōo-tsa̍p pha ê tshia-tsînn.",9.53
ImTong/SuiSiann_1049.wav,電影院,逐家好，電影咧欲開始搬a。,"Ta̍k-ke hó, tiān-iánn tih-beh khai-sí puann a.",3.17
ImTong/SuiSiann_1050.wav,電影院,佇搬演進前，請拜託共你的手機仔禁起來。,"Tī puann-ián tsìn-tsîng, tshiánn pài-thok kā lí ê tshiú-ki-á kìm--khí-lâi.",4.37
ImTong/SuiSiann_1051.wav,電影院,才拜託毋通攝影、錄音，以免違法。,"Tsiah pài-thok m̄-thang liap-iánn, lo̍k-im, í-bián uî-huat.",4.61
ImTong/SuiSiann_1052.wav,電影院,出口佇本廳門口的倒手爿，多謝恁惠顧。,"Tshut-kháu tī pún thiann mn̂g-kháu ê tò-tshiú-pîng, to-siā lín huī-kòo.",4.97
ImTong/SuiSiann_1053.wav,附加詞類訊息_楊允言,附加詞類訊息的台語語詞搭配佇教學上的應用,Hù-ka sû-luī sìn-sit ê Tâi-gí gí-sû tah-phuè tī kàu-ha̍k siōng ê ìng-iōng,5.9
ImTong/SuiSiann_1054.wav,附加詞類訊息_楊允言,楊允言，大漢技術學院、資訊工程系，助理教授。,"Iûnn Ún-giân, Tāi-hàn Ki-su̍t Ha̍k-īnn, Tsu-sìn Kang-tîng-hē, tsōo-lí kàu-siū.",7.01
ImTong/SuiSiann_1055.wav,附加詞類訊息_楊允言,劉杰岳，拋荒台文工作室，負責人。,"Lâu Kia̍t-ga̍k, Pha-hng Tâi-bûn Kang-tsok-sik, hū-tsik-jîn.",5.03
ImTong/SuiSiann_1056.wav,附加詞類訊息_楊允言,陳鄭弘堯，台語文工作者。,"Tân-Tīnn Hông-giâu, Tâi-gí-bûn kang-tsok-tsiá.",4.04
