彼號嘿,hit-lō--heh
發出來,puh--tshut-lâi,huat--tshut-lâi
𤶃仔,thiāu-á
額頭,hia̍h-thâu
刻,khik
皺紋,liâu-bûn
哀爸叫,ai-pē-kiò-bú
加出來,ke--tshut-lâi
體重,thé-tāng
海湧,hái-íng
銀色,gîn-sik
岸,huānn-tíng
溢,ik
化做,huà-tsò
無形,bû-hîng
初次,tshoo-tshù
刊登,khan-ting
現代詩,hiān-tāi-si
第三十二,tē-sann-tsa̍p-jī
忘,bōng
憂,iu
森林,sim-lîm
之二,tsi-jī
迷霧,bê-bū
森,sim-lîm
罩雺,tà-bông
樹林,tshiū-nâ
雺,bông
箍做,khoo-tsò
伙,hué
樹,tshiū
Ipad,ipad
樂,ga̍k-khì
報路,pò-lōo
破,phuà
猶袂,iáu-bē
破去,phuà--khì
珍惜,tin-sioh
彼時,hit-sî
母語,bú-gí
大會,tuā-huē-tsi̍p
十二,tsa̍p-jī
摔破,siak-phuà
入去咧,ji̍p-khì--leh
落落,lak--lo̍h
摔落來,siak--lo̍h-lâi
大人,tuā-lâng
教示咱,kà-sī--lán
保障,pó-tsiong
冒險,mōo-hiám
預,ī-ti
傷害,siong-hāi
活,ua̍h
白白,pe̍h-pe̍h
空過,khang-kuè
不變,put-piàn
驚驚,kiann-kiann
失敗,sit-pāi
無聊,bô-liâu
十三,tsa̍p-sann
義大,gī-tāi
遊樂,iû-lo̍k,iû-lo̍k-hn̂g
遊樂園,iû-lo̍k-hn̂g
器材,khì-tsâi
勻聊仔,ûn-liâu-á
大起大落,tuā-khí-tuā-lo̍h
平和,pîng-hô
一觸仔,tsi̍t-tak-á
活動,ua̍h-tōng,ua̍h-tāng
圓箍仔,înn-khoo-á
刺激的,tshì-ki̍k--ê
起起落落,khí-khí-lo̍h-lo̍h--ê
穩在的,ún-tsāi--ê
坐著,tsē-tio̍h
say,say
goodbye,goodbye
之五,tsi-gōo
踅玲瑯,se̍h-lin-long-bé
躘,liòng
tshǹg,tshǹg
出力,tshut-la̍t
向前,hiòng-tsiân
久年,kú-nî
原地,guân-tē
十七,tsa̍p-tshit
養飼,iúnn-tshī
重心,tiōng-sim
空虛,khang-hi
孤單,koo-tuann
成就,sîng-tsiū
權,khuân
勢,sè
年華,liân-huâ
消,siau-sē
遺,uî
憾,hām
安心,an-sim
夢,bāng
肯定,khíng-tīng
滿意,buán-ì
笑笑仔,tshiò-tshiò-á
男女,lâm-lú
做愛,tsò-ài
無意無意,bô-ì-bô-ì
閒閒,îng-îng
快,khuài-lo̍k,khuài
黃色片,n̂g-sik-phìnn
演員,ián-guân
做起來,tsò--khí-lâi
路邊,lōo-pinn
街友,ke-iú
規日,kui-ji̍t
閒仙,îng-sian-sian
感覺起來,kám-kak--khí-lâi
憂愁,iu-tshiû
做伊,tsò--ī
有閒無,ū-îng--bô
無閒呢,bô-îng--neh
逐日,ta̍k-ji̍t
完美,uân-bí
充實,tshiong-si̍t
平常時,pîng-siông-sî
Peh山,peh-suann
手機,tshiú-ki
lòosú,lòo-sú
訊,sìn-sit
停落來,thîng--lo̍h-lâi
行了,kiânn-liáu
靈魂,lîng-hûn
肉體,jio̍k-thé
路途,lōo-tôo
靜落來,tsīng--lo̍h-lâi
享受,hiáng-siū
甘甜,kam-tinn
腦筋,náu-kin
急,kip
轉彎,tsuán-uan
象,tshiūnn
冰箱,ping-siunn
冰箱門,ping-siunn-mn̂g
樸素,phok-sòo
複,ho̍k-tsa̍p
查某囡仔,tsa-bóo-gín-á
證明,tsìng-bîng
身分證,sin-hūn-tsìng
現代人,hiān-tāi-lâng
之六,tsi-la̍k
節,tsiat
缺席,khuat-si̍k
逃避,tô-pī
總嘛是,tsóng--mā--sī
死亡,sí-bông
降臨,kàng-lîm
二十九,jī-tsa̍p-káu
奴,lôo-lē
發出,hua̍t-tshut,huat-tshut
餓著,gō--tio̍h
這款,tsit-khuán
奴隸,lôo-lē
信息,sìn-sit
雞卵糕,ke-nn̄g-ko
好食款,hó-tsia̍h-khuán
雞排,ke-pâi
鼻起來,phīnn--khí-lâi
歹食款,pháinn-tsia̍h-khuán
胃腸科的,uī-tn̂g-kho--ê
草埔仔,tsháu-poo-á
色緻,sik-tì
損害,sún-hāi
精牲,tsing-senn
不如,put-lû
喝咻,huah-hiu
忍受,jím-siū
草踏,tshó-ta̍h
暝日,mê-ji̍t,mî-ji̍t
走傱,tsáu-tsông
扶扶挺挺,phôo-phôo-thánn-thánn
虐待,gi̍k-thāi
還還轉去,hîng-hîng--tńg-khì
乖順,kuai-sūn
地獄,tē-ga̍k
他人,thann-jîn
改正,kái-tsìng,ké-tsiànn
關心你,kuan-sim--lí
著的,tio̍h--ê
誠做,tsiânn-tsò
獨立的,to̍k-li̍p--ê
智,tì-sik
籠仔內,lông-á-lāi
鏡,kiànn
印度,ìn-tōo
哲學家,thiat-ha̍k-ka
創作出來,tshòng-tsoh--tshut-lâi
天堂,thian-tông
敨縛,tháu-pa̍k
眾,tsiòng
業,gia̍p
獲,hi̍k
如,jû
經,king
劫,kiap
界,kài
壞,hāi,huāi
他,thann
地藏,tē-tsông
菩薩,phôo-sat
本願,pún-guān-king
三十四,sann-tsa̍p-sì
輪,lûn-huê
罵人的,mē--lâng--ê
明知,bîng-tsai
習慣,si̍p-kuàn
遍,piàn
Hông,hông
冤家,uan-ke
衰,sue
桃花,thô-hue
歹運,pháinn-ūn
戇人,gōng-lâng
脫離,thuat-lî
止,tsí
輪迴,lûn-huê
三十九,sann-tsa̍p-káu
假設句,ká-siat-kù,kà-siat-kù
複合句,ho̍k-ha̍p-kù
組成,tsoo-sîng
假設詞,kà-siat-sû
指向,tsí-hiòng
平淡,pîng-tām
不幸,put-hīng
彩色,tshái-sik
好過矣,hó-kuè--ah
事業,sū-gia̍p
富裕,hù-lū
注意力,tsù-ì-li̍k
搦,la̍k
四十三,sì-tsa̍p-sann
母親,bú-tshin
母親節,bú-tshin-tseh
民,bîn-kan,bîn-tsiòng
聲聲句句,siann-siann-kù-kù
偉大,uí-tāi
需,su-iàu
包容,pau-iông
女性,lú-sìng
挵死,lòng-sí
揤,ji̍h,tshi̍h
鏡頭前,kiànn-thâu-tsîng
磕頭,kha̍p-thâu
查埔人咧,tsa-poo-lâng--leh
藥水布,io̍h-tsuí-pòo
縛,pa̍k,koh
藝人,gē-jîn
分手,hun-tshiú
掰會,pué-huē
無事人,bô-sū-jîn
自我,tsū-ngóo
翁婿,ang-sài
對不起我,tuì-put-khí--guá
做出,tsò-tshut
傷天害理,siong-thian-hāi-lí
科學家,kho-ha̍k-ka
做官,tsò-kuann
理想,lí-sióng
讚揚,tsàn-iông
不過,put-kò
軟,nńg-tsiánn,nńg
男人,lâm-jîn
洗碗,sé-uánn
貼心,tah-sim
疼你,thiànn--lí
貼心的,tah-sim--ê
慶祝,khìng-tsiok
周年,tsiu-nî
予我囉,hōo--guá--looh
安慰,an-uì
家,ka
慢慢仔,bān-bān-á
期末,kî-bua̍t
女主角,lú-tsú-kak
寫出,siá-tshut
出來的,tshut--lâi--ê
出現的,tshut-hiān--ê
連起來,liân--khí-lâi
申論題,sin-lūn-tê
解說,kái-sueh
女性的,lú-sìng--ê
意涵,ì-hâm
風吹,hong-tshue
獻予,hiàn-hōo
前輩,tsiân-puè
有志,iú-tsì
吹,tshue
搢風,tsìnn-hong
展現,tián-hiān
韌性,jūn-sìng
實力,si̍t-li̍k
吹來,tshue--lâi
雄風,hiông-hong
惡風,ok-hong
狂風,kông-hong
蹁過來,phiân--kuè-lâi
蹁過,phiân--kuè-khì
身影,sin-iánn
烏暗,oo-àm
大方,tāi-hong
奢颺,tshia-iānn
第四十八,tē-sì-tsa̍p-peh
法國,huat-kok
大學生,tāi-ha̍k-sing
Hugo,hugo
讀過,tha̍k-kuè
Shakespeare,shakespeare
Lôsea的,lô-se-a
學生對,tāi-ha̍k-sing
Dos,tuì
toevsky,dostoevsky
名家,bîng-ka
理所當然,lí-sóo-tong-jiân
國際化,kok-tsè-huà
華,huâ-gí
通行,thong-hîng
母,bú-gí
意識,ì-sik
形態,hîng-thài
第五十四,tē-gōo-tsa̍p-sì
大街小巷,tuā-ke-sió-hāng
行踏,kiânn-ta̍h
啉酒,lim-tsiú
禁止,kìm-tsí
耍水,sńg-tsuí
時時,sî-sî
防火,hông-hué
年年,nî-nî
平安,pîng-an
對反,tuì-huán
亂擲,luān-tàn
標,piau-gí
醉茫茫,tsuì-bâng-bâng
照常,tsiàu-siông
泅水,siû-tsuí
游泳,iû-íng
較車,kà-tshia
性能,sìng-lîng
分的,pun--ê
筆記,pit-kì
簿仔,pho̍k-á
後面,āu-bīn
堂堂正正,tông-tông-tsìng-tsìng
中國人,tiong-kok-lâng
堂正,tông-tsìng
第五十五,tē-gōo-tsa̍p-gōo
半價,puànn-kè
預付,ī-hù
折,tsiat
唌人的,siânn--lâng--ê
權利,khuân-lī
回饋,huê-kuī
折數,tsiat-sòo
一心一意,it-sim-it-ì
接近,tsiap-kīn
預先,ī-sian
支付,tsi-hù
人質,jîn-tsit
另日,līng-ji̍t
別牌,pa̍t-pâi
別間,pa̍t-king
游泳池,iû-íng-tî
沒收,bu̍t-siu
贖金,sio̍k-kim
變心,piàn-sim
十二月,tsa̍p-jī--gue̍h
第五十六,tē-gōo-tsa̍p-la̍k
核電,hi̍k-tiān
高貴,ko-kuì
核廢料,hi̍k-huì-liāu
蘭嶼,lân-sū
運去,ūn-khì
北韓,pak-hân
補償金,póo-siông-kim
番仔,huan-á
落伍,lo̍k-ngóo
死活啦,sí-ua̍h--lah
台電,tâi-tiān
台中,tâi-tiong
通訊,thong-sìn
罔報,bóng-pò
第兩百,tē-nn̄g-pah
二十八,jī-tsa̍p-peh
第六十一,tē-la̍k-tsa̍p-it
風景,hong-kíng
讚,tsán
核能,hi̍k-lîng
電廠,tiān-tshiúnn
第六十三,tē-la̍k-tsa̍p-sann
往過,íng-kuè
國家級,kok-ka-kip
實驗室,si̍t-giām-sik
無辜,bû-koo
七百,tshit-pah
族語,tso̍k-gí
公文,kong-bûn
原住民,guân-tsū-bîn
正義,tsìng-gī
原住民日,guân-tsū-bîn-ji̍t
紀念,kì-liām
正名,tsiànn-miâ
歧視,kî-sī
稱呼,tshing-hoo
多元,to-guân
文化,bûn-huà
領域,líng-hi̍k
呈現,thîng-hiān
客家語,kheh-ka-gí
從,tsîng
屏東,pîn-tong
縣長,kuān-tiúnn
潘,phuann
孟安,bīng-an
批改,phue-kái
Rukai,rukai
語,gí
分享,hun-hióng
Amis,amis
Pangcah,pangcah
族,tso̍k
原住民族,guân-tsū-bîn-tso̍k
屏東縣,pîn-tong-kuān
全戶,tsuân-hōo
恢復,khue-ho̍k
名姓,miâ-sènn
聯合,liân-ha̍p
收獲節,siu-hi̍k-tsiat
接受,tsiap-siū
褒獎,po-tsióng
結合,kiat-ha̍p
花蓮縣,hua-liân-kuān
光復,kong-ho̍k
鄉公所,hiong-kong-sóo
族人,tso̍k-jîn
證明書,tsìng-bîng-su
五十三,gōo-tsa̍p-sann
早幫車,tsá-pang-tshia
老高的啊,láu-ko--ê--ah
畫了,uē-liáu
趣味啦,tshù-bī--lah
趕起來,kuánn--khí-lâi
鬼的,kuí--ê
長啦,tn̂g--lah
一段,tsi̍t-tuānn
悲慘,pi-tshám
往事,óng-sū
前啊,tsîng--ah
有一日,ū-tsi̍t-li̍t,ū-tsi̍t-ji̍t
孤身,koo-sin
畫圖,uē-tôo
田庄,tshân-tsng
玲玲啊,lîng-lîng--ah
來去喔,lâi-khì--ooh
會i̋ng,ē-i̋ng
mooléluh袂,moo-lé-luh--bē
名唅,miâ--hannh
黃,n̂g
秀蘭,siù-lân
Ē,ē
moo,moo
mooléluh,moo-lé-luh
媠啦,suí--lah
畫圖起來,uē-tôo--khí-lâi
mooléluh啦,moo-lé-luh--lah
Eh,eh
客氣嘛,kheh-khì--mah
坐嘛,tsē--mah
要緊啦,iàu-kín--lah
農村,lông-tshuan
笑嘻嘻,tshiò-hi-hi
阿哥,a-ko
水車,tsuí-tshia
獻,hiàn
微微,bî-bî
吹著,tshue-tio̍h
青青,tshinn-tshinn
愛意,ài-ì
王哥,ông--ko
緊eh啦,kín--eh--lah
王哥仔,ông--ko--á
火塗仔,hué-thôo--á
相好,siong-hó
戇人咧,gōng-lâng--leh
感情,kám-tsîng
按呢呢,án-ne--nih
哎喲喂,ai-iō-uê
歹看,pháinn-khuànn
驚啦,kiann--lah
冷一下,líng--tsi̍t-ē
ua̋,ua̋
母囝,bú-kiánn
開講啊,khai-káng--ah
阿昌,a-tshiong
伯,peh
死去,sí--khì
卸,sià
還我,hîng--guá
老翁,lāu-ang
寬限一下,khuan-ān--tsi̍t-ē
久矣,kú--ah
限,ān,hān
不得已的,put-tik-í--ê
拜託咧,pài-thok--leh
辯,piān
還我啦,hîng--guá--lah,hâinn--guá--lah
提起,thê-khí
毋甘,m̄-kam
加添,ka-thiam
還伊,hîng--i,hâinn--i
代誌咧,tāi-tsì--leh
討錢,thó-tsînn
簡單嘛,kán-tan--mah
收成,siu-sîng
錢啊,tsînn--ah
還啦,hîng--lah
雪娥,suat-ngôo
轉來的,tńg--lâi--ê
趁食,thàn-tsia̍h
媠矣,suí--ah
Oő,oő
允,ín
逼,pik
還人,hîng--lâng
都市,too-tshī
混雜,hūn-tsa̍p
鬥相共一下啦,tàu-sann-kāng--tsi̍t-ē--lah
有無,ū--bô
車幫,tshia-pang
拜託你乎,pài-thok--lí--honnh
五花十色,gōo-hue-tsa̍p-sik
孝心,hàu-sim
經理,king-lí
人面,lâng-bīn
頭路無,thâu-lōo--bô
途啊,tôo--ah
准的,tsún--ê
欲毋,beh--m̄
處處,tshù-tshù
細膩咧,sè-lī--leh
了解我,liáu-kái--guá
火土,hué-thóo
離別,lī-pia̍t
保重,pó-tiōng
厝稅,tshù-sè
算算咧,sǹg-sǹg--leh
會啦,ē--lah
頂幫,tíng-pang
食頭路,tsia̍h-thâu-lōo
五十四,gōo-tsa̍p-sì
舊情,kū-tsîng
綿綿,mî-mî
言,giân
說出,sueh-tshut
因何,in-hô
偏偏,phian-phian
鍾情,tsiong-tsîng
想你,siūnn--lí
想起,siūnn-khí
早日,tsá-ji̍t
談戀,tâm-luân
樹邊,tshiū-pinn
男子,lâm-tsú
誓,sè
看破,khuànn-phuà
避走,phiah-tsáu
輕薄,khin-po̍h
無情,bô-tsîng
黃昏,hông-hun
目屎,ba̍k-sái
流,lâu
借問一下,tsioh-mn̄g--tsi̍t-ē
去乎,khì--honnh
順路,sūn-lōo
來去乎,lâi-khì--honnh
學校啦,ha̍k-hāu--lah
班,pan
擔任,tam-jīm
年級,nî-kip
六年仔,la̍k-nî-á
綴著,tuè-tio̍h
宿,siok
侯,hâu
老師啊,lāu-su--ah
校長,hāu-tiúnn
稅人,suè--lâng
租人,tsoo--lâng
阿章,a-tsiunn
洪先生,âng--sian-sinn
阿甘仔,a-kam--á
轉來去,tńg--lâi-khì
貨,huè
出產,tshut-sán
檳榔,pun-nn̂g,pin-nn̂g
小等咧喔,sió-tán--leh--ooh
頂日,tíng-ji̍t
稅,suè
挽,bán
笑聲,tshiò-siann
正當,tsiànn-tng
每日,muí-ji̍t
英俊,ing-tsùn
標緻,piau-tì
聲音,siann-im
響亮,hiáng-liāng
鳥隻,tsiáu-tsiah
聲聲,siann-siann
啼,thî
奇,kî
𤆬路的啦,tshuā-lōo--ê--lah
抌著,tìm--tio̍h
霞的,hâ--ê
開門咧,khui-mn̂g--leh
總公司,tsóng-kong-si
通知啦,thong-ti--lah
主任,tsú-jīm
好聽,hó-thiann
厝嘛,tshù--mah
窗邊,thang-pinn
無影啦,bô-iánn--lah
唱著,tshiùnn-tio̍h
先生人,sian-sinn-lâng
以外咧,í-guā--leh
佯生,tènn-tshinn
愛啦,ài--lah
落去矣啦,lak--khì--ah--lah
夯,giâ
阿霞,a-hâ
醫生館無,i-sing-kuán--bô
街仔,ke-á
緊咧啦,kín--leh--lah
跋落去矣,pua̍h--lo̍h-khì--ah
按呢生啦,án-ne-sinn--lah
瘸跤,khuê-kha
抱,phō
駛車唅,sái-tshia--hannh
阿林,a-lîm
菁仔欉頂,tshinn-á-tsâng-tíng
跋落來,pua̍h--lo̍h-lâi
跋落來啦,pua̍h--lo̍h-lâi--lah
姓,sènn
老師啦,lāu-su--lah
霞仔,hâ--á
慢且,bān-tshiánn
慢且咧,bān-tshiánn--leh
教員,kàu-uân
跋落去,pua̍h--lo̍h-khì
有咧,ū--leh
保領,pó-niá
兄弟啊,hiann-tī--ah
故意,kòo-ì
膏膏纏,ko-ko-tînn
親目,tshin-ba̍k
khuàinn,khuàinn
細聲咧,sè-siann--leh
無唅,bô--hannh
昏迷,hūn-bê
醒,tshínn
賠我,puê--guá
肅靜咧,siok-tsīng--leh
無乎,bô--honnh
腦震盪,náu-tsìn-tōng
安靜,an-tsīng
醫藥費,i-io̍h-huì
勞力喔,lóo-la̍t--ooh
來往,lâi-óng
Peh,peh
Peh起去,peh--khí-lì
直直直,ti̍t-ti̍t-ti̍t
偝,āinn
醫生,i-sing
人annh,lâng--annh
生活矣乎,sing-ua̍h--ah--honnh
繳,kiáu
學費矣乎,ha̍k-huì--ah--honnh
àunnàunn叫,àunn-àunn-kiò
利頭,lī-thâu
通路,thong-lōo
菜蟲,tshài-thâng
貿貿去,ba̍uh-ba̍uh--khì
作穡,tsoh-sit
卯,báu
阿扁仔,a-pínn--á
拘押,khu-ah
串供,tshuàn-king
湮滅,ian-bia̍t
證據,tsìng-kì
趙,tiō
光明,kong-bîng
財神,tsâi-sîn
默仔姊,bi̍k-á-tsé
天上,thian-siōng
聖母,sìng-bió
審判司,sím-phuànn-si
罪,tsuē
背謬,puē-biū
跋餅,pua̍h-piánn
規矩,kui-kí
事後,sū-āu
înn纏,înn-tînn
buaih,buaih
buaih啦,buaih--lah
bua̋i,bua̋i
出題,tshut-tê
委員,uí-uân
操守,tshau-siú
著癌,tio̍h-gâm
折磨,tsiat-buâ
跳海,thiàu-hái
行短路,kiânn-té-lōo
捾水,kuānn-tsuí
沃花,ak-hue
襪仔,bue̍h-á
沙微沙微,sa-bui-sa-bui
洗面,sé-bīn
拜訪,pài-hóng
靠俗,khò-sio̍k
ennh,ennh
受氣啦,siūnn-khì--lah
bànggah,bàng-gah
阿姑,a-koo
姑丈,koo-tiūnn
愣愣,gāng-gāng
Gatlá油,gat-lá-iû
番仔油,huan-á-iû
散凶人,sàn-hiong-lâng
暝時,mê--sî
點火,tiám-hué
照光,tsiò-kng
油料,iû-liāu
闊喙,khuah-tshuì
藥水,io̍h-tsuí
罐仔,kuàn-á
罐喙,kuàn-tshuì
棉紗帶,mî-se-tuà
燈芯座,ting-sim-tsō
gatlá油,gat-lá-iû
添,thiam
會使得,ē-sái-tit
炤光,tshiō-kng
輸贏的,su-iânn--ê
惡妻,ok-tshe
孽子,gia̍t-tsú
可,khó
治,tī
Gih,gih
磚仔,tsng-á
𠢕下,gâu
面彼,ē-bīn
工才,sió-kang
是厲,tsiah-sī
害一,lī-hāi
磚,tè
𣁳,tsi̍t,khat
毛塗攏,âng-mn̂g-thôo
準準,sàng-tsún-tsún
序細,sī-sè
礙虐,gāi-gio̍h,ngāi-gio̍h
廟寺,biō-sī
信仰,sìn-gióng
箍倚,khoo-uá
功能,kong-lîng
桌,toh,kui
菜色,tshài-sik
包含,pau-hâm
虱目魚,sat-ba̍k-hî
五柳居,ngóo-liú-ki
炊,tshue
粉蟯,hún-giô
蒜頭,suàn-thâu
煠,sa̍h
白醋,pe̍h-tshòo
蝦仔,hê-á
岌岌可危,gi̍p-gi̍p-khó-guî
柳丁,liú-ting
酸giuhgiuh,sng-giuh-giuh
鱷魚,go̍k-hî
大湖,tuā-ôo
itsígooh欲,i-tsí-gooh
暗仔去,beh-àm-á
泰,khì
安洗,thài-an
溫,sé
泉連,un-tsuânn
遊,liân
覽車錢算,iû-lám-tshia-tsînn
極,lāi,ki̍k
加才,ki̍k-ke
百箍,káu-pah
niâ真,khoo
是有,tsin-tsiànn
itshígooh欲,i-tshí-gooh
員外,guân-guē
面色,bīn-sik
唱曲,tshiùnn-khik
出喙,tshut-tshuì
怨嘆,uàn-thàn
宋的,sòng--ê
gut醋,gut-tshòo
愛伊,ài--i
疼惜,thiànn-sioh
芋仔,ōo-á
應當,ing-tong,ìng-tong
鬆鬆,sang-sang
澩澩,ha̍unnh-ha̍unnh
跋筊,pua̍h-kiáu
路lìn,lōo--lìn
踢著,that-tio̍h
石仔,tsio̍h-á
跤指甲,kha-tsńg-kah
藃起來,hiauh--khí-lâi
正經,tsìng-king
hihhih笑,hih-hih-tshiò
小細,sió-sè
教會,kàu-huē
hinnhhinnh呻,hinnh-hinnh-tshan
Hainnh,hainnh
有耳無喙,ū-hīnn-bô-tshuì
羊眩,iûnn-hîn
川旭,tshuan-hiok
魔神仔hiooh,môo-sîn-á--hiooh
薄hiuhhiuh,po̍h-hiuh-hiuh
hiu̍nnh,hiu̍nnh
痚呴,he-ku
噷噷,hm̍h-hm̍h
俗語,sio̍k-gí
媒人喙,hm̂-lâng-tshuì
糊瘰瘰,hôo-luì-luì
牌仔,pâi-á
𫞼,tshāi
鶴岡口,ho̍h-kong-kháu
迴轉道,huê-tsuán-tō
施工,si-kang
一邊,tsi̍t-pinn
倒欱,tò-hop
重huainnhhuainnh,tāng-huainnh-huainnh
鼻,phīnn
異鄉,ī-hiong
酸楚,sng-tshó
掠坦橫,lia̍h-thán-huênn
粗,tshoo
總會,tsóng--ē
抱入,phō-ji̍p
手䘼,tshiú-ńg
勒起來,li̍k--khí-lâi
磅,pōng
血壓,huih-ap
走江湖,tsáu-kang-ôo
掛咧,kuà--leh
通鼓,thong-kóo
乞食,khit-tsia̍h
唪鼓,phiāng-kóo
拂,hut
毋著去,m̄-tio̍h--khì
昨日,tso̍h-ji̍t
前往,tsiân-óng
文史,bûn-sú
父,hū
葉,ia̍p
石濤,tsio̍h-tô
靈堂,lîng-tn̂g
跪拜,kuī-pài
喓喓,iaunn-iaunn
台語人,tâi-gí-lâng
編者,pian-tsiá
花花,hue-hue
用字法,iōng-jī-huat
ihuat實,ih-uat
在不,si̍t-tsāi
可取,put-khó
喙內,tshuì-lāi
i̍nnhi̍nnh,i̍nnh-i̍nnh
哼哼呻,hainn-hainn-tshan
長老,tiúnn-ló
揖禮,ip-lé
賓,pin
坐落,tsē--lo̍h
接咧,tsiap--leh
感染,kám-jiám
年歲,nî-huè
感染者,kám-jiám-tsiá
多數,to-sòo
一廿,it-jia̍p
望,bāng
有當,ū-tàng
版,pán
察覺,tshat-kak
死神,sí-sîn
走相逐,tsáu-sio-jik
嫂仔,só--á
仍然,jîng-jiân
聖經句,sìng-king-kù
揹仔內,phāinn-á-lāi
拍毋見,phah-m̄-kiàn
驢,lû
無拍算,bô-phah-sǹg
路中,lōo-tiong
Satbójínn,sat-bó-jínn
名車,miâ-tshia
防賊系統,hông-tsha̍t-hē-thóng
弱毋,jio̍h--m̄
搵醬,ùn-tsiùnn
蒜茸,suàn-jiông
柔道,jiû-tō
擒拿術,khîm-ná-su̍t
西施,se-si
過肩摔,kuè-king-siak
金寶螺,kim-pó-lê
卵,nn̄g
挼,luê,juê
Jàjuh,jà-juh
非洲,hui-tsiu
節奏,tsiat-tsàu
保留落來,pó-liû--lo̍h-lâi
聽見,thiann-kìnn
巷仔頭,hāng-á-thâu
喈一聲,kainn--tsi̍t-siann
心梗窒,sim-kénn-that
發作,huat-tsok
心律,sim-lu̍t
不整,put-tsíng
無張持,bô-tiunn-tî
khaih,khaih
煮飯呢,tsú-pn̄g--neh
敱落去,kháinn--lo̍h-khì
麵粉糊,mī-hún-kôo
煎,tsian
麵皮,mī-phuê
皮,phî,lāu
kha̍uhkha̍uh唸,kha̍uh-kha̍uh-liām
鹹餅,kiâm-piánn
kha̍unnhkha̍unnh叫,kha̍unnh-kha̍unnh-kiò
喀,khe̍nnh
規半晡,kui-puànn-poo
雲林縣,hûn-lîm-kuān
古坑鄉,kóo-khenn-hiong
圓環,înn-khuân
薑母鴨,kiunn-bó-ah
老店,lāu-tiàm
安檢,an-kiám
空隙,khang-khiah
假釋犯,ká-sik-huān
刜傷,phut-siong
觀護人,kuan-hōo-jîn
內行人,lāi-hâng-lâng
形威,hîng-ui
外行的,guā-hâng--ê
惡確確,ok-khia̍k-khia̍k
勥跤,khiàng-kha
㾀勢,khiap-sì
歹看的啦,pháinn-khuànn--ê--lah
中橫,tiong-huâinn
公路,kong-lōo
沿路,iân-lōo
坎坎坷坷,khám-khám-khia̍t-khia̍t
路草,lōo-tsháu
險惡,hiám-ok
往往,óng-óng
停咧,thîng--leh
硬khiauhkhiauh,ngē-khiauh-khiauh
嫌犯,hiâm-huān
捌貨,bat-huè
六十萬,la̍k-tsa̍p-bān
小提琴,sió-thê-khîm
俗賣,sio̍k-bē
梅子喔,muî-tsú--ooh
𠢕,gâu
拑家,khînn-ke
靜惠,tsīng-huī
陳家,tân--ka
交代矣啦,kau-tài--ah--lah
良,liông
苦,khóo
病症,pēnn-tsìng
春枝,tshun-ki
滿腹,muá-pak
哀怨,ai-uàn
khiu̍hkhiu̍h顫,khiu̍h-khiu̍h-tsùn
出聲來,tshut-siann--lâi
強,kiông
戲班,hì-pan
小旦,sió-tuànn
哭調仔呢,khàu-tiāu-á--neh
廖,liāu
瓊枝,khîng-ki
獨特,to̍k-ti̍k
苦旦,khóo-tuànn
哭腔,khàu-khiunn
歌仔戲,kua-á-hì
拍響,phah-hiáng
名號,miâ-hō
tsiâ,tsiâ
吭吭吼,khngh-khngh-háu
可憐,khó-liân
kho̍hkho̍h等,kho̍h-kho̍h-tán
春,tshun
秋,tshiu
外省仔,guā-síng-á
恬去矣,tiām--khì--ah
拍鐵店,phah-thih-tiàm
新婦,sin-pū
門聯,mn̂g-liân
早時,tsá-sî
khi̍hkho̍kkhia̍k哪,khi̍h-kho̍k-khia̍k
仔日的,kin-á-ji̍t
a̍kta̍kkhua̍innh,la̍k-ta̍k-khua̍innh
職缺,tsit-khueh
百外,pah-guā
木雕,bo̍k-tiau
創新,tshòng-sin
柴屐,tshâ-kia̍h
出頭天,tshut-thâu-thinn
規粒,kui-lia̍p
星,tshinn
俏kiakkiak,tshio-kiak-kiak
貂皮,tiau-phuê
禮服,lé-ho̍k
崁了了,khàm-liáu-liáu
香煙,hiunn-ian
薰kiāngkiāng,hun-kiāng-kiāng
niauhkiauh用,niauh-kiauh
傱,iōng,tsông
大灶,tuā-tsàu
人家,jîn-ke
臨時,lîm-sî
砌,kih
烘爐,hang-lôo
大鼎,tuā-tiánn
鼾,huânn,kônn
ki̍nnhko̍nnh叫,ki̍nnh-ko̍nnh-kiò
龍眼柴,lîng-gíng-tshâ
熬,gô
烏糖膏,oo-thn̂g-ko
芳ki̍tki̍t,phang-ki̍t-ki̍t
金黃,kim-n̂g
濆出,bùn-tshut
圓形,înn-hîng
波,pho
酸kiuhkiuh,sng-kiuh-kiuh
用的,iōng--ê,īng--ê
紅面番鴨,âng-bīn-huan-ah
活動中心,ua̍h-tāng-tiong-sim
鼾鼾睏,kônn-kônn-khùn
常常,siông-siông
Thàilóokooh,thài-lóo-kooh
平地,pênn-tē
戲棚,hì-pênn
ki̍nnhkua̍innh,ki̍nnh-kua̍innh
斟,thîn
kua̍k落去,kua̍k--lo̍h-khì
大膽,tuā-tánn
胳胴跤,kueh-lang-kha
螢幕,îng-bōo
冗冗,liōng-liōng
網咖,bāng-ka
家私頭仔,ke-si-thâu--á
喙空,tshuì-khang
抐,lā
刮,kuih
疼袂,thiànn--bē
電梯門,tiān-thui-mn̂g
交落,ka-la̍uh
地下室,tē-hā-sik
鐵鍊,thih-liān
酒桶頂,tsiú-tháng-tíng
